"team","season","returning_ppa_pct","returning_passing_ppa_pct","returning_usage_pct","talent_percentile","preseason_poll_vote_share","retained_quality","replacement_capacity","portal_incoming_count","portal_outgoing_count","portal_rated_incoming_count","portal_incoming_value","portal_incoming_percentile","portal_offense_ppa","portal_offense_score","portal_offense_eligible_count","portal_offense_matched_count","portal_offense_match_rate","portal_replacement_capacity","portal_offense_replacement","roster_rebuild_score","roster_rebuild_flag","hype_gap","source","captured_at"
"North Carolina State",2022,0.695,0.938,0.62,0.740458015267176,0.462256393902872,0.609461538461538,0.225839694656489,2,8,2,0.0786363636363636,0.267175572519084,20.4862290748899,0.134344999867592,1,1,1,0.101526717557252,0.0510510999496849,0.0510510999496849,FALSE,0.0314738696418085,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"North Texas",2022,0.782,0.966,0.747,0.419847328244275,0,0.240615384615385,0.0915267175572519,10,22,7,0.264545454545455,0.687022900763359,0,-1.04135693056116,4,0,0,0.17381679389313,-0.263463303431974,0,FALSE,0.096887844979448,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Northern Illinois",2022,0.813,0.992,0.763,0.175572519083969,0,0.187615384615385,0.0328320610687023,3,5,1,0.0363636363636364,0.0763358778625954,4.11911894273128,-0.434229025736135,1,1,1,0.0180916030534351,-0.102912279099464,0,FALSE,0.173810921902525,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Northwestern",2022,0.367,0.3,0.411,0.656488549618321,0,0.0790461538461538,0.415557251908397,6,9,5,0.186363636363636,0.488549618320611,6.66656828193832,-0.291077083187175,1,1,1,0.28775572519084,-0.171444401997246,0,FALSE,0.18919553728714,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Notre Dame",2022,0.418,0.223,0.402,0.931297709923664,0.789452580931077,0.382630769230769,0.542015267175573,4,14,2,0.0822727272727273,0.290076335877863,0,-1.04135693056116,0,0,1,0.173465648854962,-0.622731444475576,0,FALSE,0.0540810334703464,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Ohio",2022,0.42,0.701,0.528,0.106870229007634,0,0.103384615384615,0.0619847328244275,3,12,1,0.0368181818181818,0.0954198473282443,15.9136519823789,0.0382784797824605,2,2,1,0.0450381679389313,0.0180674424573214,0.0180674424573214,FALSE,0.15842630651791,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Ohio State",2022,0.747,0.875,0.743,0.984732824427481,0.959423083236024,0.741253846153846,0.249137404580153,3,20,2,0.0827272727272727,0.297709923664122,0,-1.04135693056116,0,0,1,0.0765114503816794,-0.267628731154219,0,FALSE,5.87199060481103e-05,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oklahoma",2022,0.277,0.085,0.211,0.938931297709924,0.619495756677625,0.1939,0.678847328244275,16,18,15,0.6,0.977099236641221,66.2546123348018,0.729576886082273,6,5,0.833333333333333,0.770931297709924,0.575636163118913,0.575636163118913,TRUE,0.238931297709924,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oklahoma State",2022,0.903,0.899,0.66,0.709923664122137,0.522749726048169,0.805753846153846,0.0688625954198473,5,16,3,0.116363636363636,0.366412213740458,0,-1.04135693056116,1,0,0,0.124580152671756,-0.354061356390796,0,FALSE,0.0313564298297122,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Old Dominion",2022,0.787,0.936,0.914,0.244274809160305,0,0.345069230769231,0.052030534351145,3,10,1,0.0363636363636364,0.0763358778625954,0,-1.04135693056116,2,0,0,0.0065648854961832,-0.08955669602826,0,FALSE,-0.0338813857897827,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oregon",2022,0.163,0.077,0.169,0.954198473282443,0.489927873680459,0.107830769230769,0.798664122137405,12,19,9,0.357272727272727,0.816793893129771,137.310099118943,1.40404535721729,5,4,0.8,0.67875572519084,1.16676169184757,1.16676169184757,TRUE,0.254492072812683,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Oregon State",2022,0.698,0.934,0.641,0.595419847328244,0,0.536923076923077,0.17981679389313,2,10,1,0.0390909090909091,0.114503816793893,0,-1.04135693056116,1,0,0,0.0411068702290076,-0.373847138071458,0,FALSE,-0.364650616559014,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Penn State",2022,0.761,0.914,0.692,0.893129770992366,0,0.544407692307692,0.213458015267176,3,14,2,0.0809090909090909,0.274809160305344,69.916077092511,0.780469618181239,1,1,1,0.0846412213740458,0.240384642399822,0.240384642399822,FALSE,-0.31080446271286,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Pittsburgh",2022,0.288,0.104,0.387,0.66412213740458,0.259984977591444,0.254769230769231,0.472854961832061,7,17,5,0.198181818181818,0.541984732824427,92.3971013215859,1.04135693056116,5,4,0.8,0.332236641221374,0.638351798433993,0.638351798433993,TRUE,-0.00675278919553723,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Purdue",2022,0.601,0.834,0.603,0.618320610687023,0,0.425323076923077,0.246709923664122,10,16,6,0.230454545454545,0.610687022900763,18.5288193832599,0.0958192579061166,5,3,0.6,0.242442748091603,0.0380402453887283,0.0380402453887283,FALSE,-0.303112155020552,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Rice",2022,0.355,0.117,0.389,0.251908396946565,0,0.0409615384615385,0.162480916030534,7,15,3,0.114545454545455,0.343511450381679,41.0430660792952,0.542046809708387,3,3,1,0.209885496183206,0.331190600731824,0.331190600731824,FALSE,0.28919553728714,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Rutgers",2022,0.646,0.936,0.709,0.587786259541985,0,0.0795076923076923,0.208076335877863,7,21,7,0.276818181818182,0.732824427480916,28.6667753303965,0.311099224290694,2,2,1,0.213251908396947,0.0905298742685918,0.0905298742685918,FALSE,0.281503229594833,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"SMU",2022,0.69,0.984,0.743,0.526717557251908,0,0.429923076923077,0.163282442748092,16,15,15,0.590909090909091,0.969465648854962,49.0089647577093,0.633024632738729,6,2,0.333333333333333,0.249152671755725,0.162687330613853,0.162687330613853,FALSE,-0.218496770405167,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"San Diego State",2022,0.335,0.03,0.242,0.137404580152672,0,0.1675,0.0913740458015267,6,9,2,0.0777272727272727,0.244274809160305,100.088577092511,1.14572635129807,3,2,0.666666666666667,0.185160305343511,0.868460574283936,0.868460574283936,TRUE,-0.0954198473282443,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"San Jose State",2022,0.549,0.357,0.483,0.213740458015267,0,0.211153846153846,0.0963969465648855,8,12,4,0.153636363636364,0.438931297709924,119.183068281938,1.30809911190241,3,3,1,0.226927480916031,0.676287240853548,0.676287240853548,TRUE,0.0199647680563711,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Alabama",2022,0.324,0.165,0.503,0.33587786259542,0,0.122123076923077,0.227053435114504,15,10,15,0.561818181818182,0.954198473282443,13.7156651982379,-0.057435263324871,5,2,0.4,0.474236641221374,-0.0285453258724609,0,FALSE,0.0276570757486788,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Carolina",2022,0.652,0.438,0.548,0.854961832061069,0,0.1956,0.297526717557252,10,21,9,0.365909090909091,0.83206106870229,113.12613215859,1.22288258840964,8,4,0.5,0.376091603053435,0.552742929961157,0.552742929961157,TRUE,0.104580152671756,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"South Florida",2022,0.497,-0.127,0.38,0.488549618320611,0,0.0726384615384615,0.245740458015267,16,22,15,0.563636363636364,0.961832061068702,4.52997797356828,-0.41329661040316,5,4,0.8,0.596335877862595,-0.256243898449959,0,FALSE,0.25842630651791,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Southern California",2022,0.218,0.016,0.15,0.923664122137405,0.411222020568663,0.0603692307692308,0.72230534351145,20,27,19,0.777272727272727,1,373.731121145374,2.66786079954265,7,7,1,0.85,2.26768167961126,2.26768167961126,TRUE,0.61620669406929,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Southern Miss",2022,0.778,0.926,0.877,0.366412213740458,0,0.101738461538462,0.0813435114503817,11,15,10,0.382272727272727,0.83969465648855,0,-1.04135693056116,1,0,0,0.103282442748092,-0.128086902459023,0,FALSE,0.273810921902525,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Stanford",2022,0.851,0.98,0.678,0.83969465648855,0,0.0392769230769231,0.125114503816794,1,9,1,0.0404545454545455,0.133587786259542,0,-1.04135693056116,0,0,1,0.0430152671755725,-0.335316931640695,0,FALSE,0.35842630651791,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Syracuse",2022,0.677,0.64,0.766,0.511450381679389,0,0.229138461538462,0.165198473282443,9,18,7,0.270909090909091,0.702290076335878,1.80351762114537,-0.586928231282554,5,1,0.2,0.164335877862595,-0.137341206120118,0,FALSE,0.0661186142102173,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"TCU",2022,0.847,0.974,0.826,0.763358778625954,0,0.403953846153846,0.116793893129771,14,17,14,0.552272727272727,0.946564885496183,39.8514008810573,0.520014548401204,3,2,0.666666666666667,0.164702290076336,0.0904825314218095,0.0904825314218095,FALSE,-0.0723429242513212,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Temple",2022,0.71,1.416,0.543,0.427480916030534,0,0.114692307692308,0.123969465648855,12,18,9,0.340909090909091,0.801526717557252,18.3041497797357,0.0766131497547957,6,2,0.333333333333333,0.366297709923664,0.0350122094379416,0.0350122094379416,FALSE,0.243041691133294,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Tennessee",2022,0.763,1.018,0.806,0.862595419847328,0,0.692569230769231,0.204435114503817,8,22,5,0.197727272727273,0.526717557251908,0,-1.04135693056116,4,0,0,0.10218320610687,-0.202023244528866,0,FALSE,-0.503112155020552,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Texas",2022,0.565,0.262,0.601,0.961832061068702,0.117197062423501,0.438961538461538,0.418396946564886,7,23,7,0.289545454545455,0.748091603053435,78.6813634361233,0.888920510571664,5,4,0.8,0.298488549618321,0.354679283718094,0.354679283718094,FALSE,0.0398708162066941,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Texas A&M",2022,0.481,0.308,0.338,0.977099236641221,0.759984195988501,0.4588,0.507114503816794,2,13,1,0.0418181818181818,0.145038167938931,116.06186784141,1.26434320020962,1,1,1,0.0960152671755725,0.836995198538767,0.836995198538767,TRUE,0.000352319436288884,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Texas State",2022,0.543,0.066,0.422,0.32824427480916,0,0.0459461538461539,0.150007633587786,15,8,5,0.185,0.480916030534351,70.2952907488987,0.833469215500707,7,2,0.285714285714286,0.277969465648855,0.481745206559408,0.481745206559408,FALSE,0.319964768056371,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Texas Tech",2022,0.565,0.669,0.664,0.67175572519084,0,0.208615384615385,0.292213740458015,14,8,11,0.424545454545455,0.870229007633588,1.51602422907489,-0.609814443154744,3,1,0.333333333333333,0.292396946564885,-0.204897652899994,0,FALSE,0.0353493834409865,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Toledo",2022,0.533,0.819,0.533,0.404580152671756,0,0.4961,0.18893893129771,7,17,3,0.113181818181818,0.32824427480916,7.5437973568282,-0.271170966548237,3,2,0.666666666666667,0.153290076335878,-0.126636841378026,0,FALSE,-0.526189078097475,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Troy",2022,0.675,0.548,0.642,0.320610687022901,0,0.212884615384615,0.104198473282443,5,13,1,0.0381818181818182,0.106870229007634,0,-1.04135693056116,2,0,0,0.0382595419847328,-0.372805781140897,0,FALSE,0.0891955372871404,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Tulane",2022,0.863,0.996,0.864,0.442748091603053,0,0.404946153846154,0.0606564885496183,9,10,6,0.233181818181818,0.629770992366412,1.89246696035242,-0.564345408322312,3,1,0.333333333333333,0.0856488549618321,-0.0767509755318344,0,FALSE,-0.0646506165590135,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Tulsa",2022,0.587,1,0.654,0.374045801526718,0,0.243830769230769,0.154480916030534,7,6,3,0.115454545454545,0.351145038167939,10.4077202643172,-0.134344999867592,2,1,0.5,0.121496183206107,-0.0464833699541868,0,FALSE,-0.0108044627128597,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UAB",2022,0.809,0.919,0.776,0.259541984732824,0,0.634753846153846,0.0495725190839695,2,10,2,0.0781818181818182,0.255725190839695,0,-1.04135693056116,1,0,0,0.0572824427480916,-0.233263952445701,0,FALSE,-0.380035231943629,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UCF",2022,0.637,0.685,0.799,0.603053435114504,0,0.4018,0.218908396946565,14,24,9,0.363181818181818,0.824427480916031,70.211691629956,0.806686145327953,6,4,0.666666666666667,0.165709923664122,0.162143915210919,0.162143915210919,FALSE,-0.226189078097475,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UCLA",2022,0.615,1,0.751,0.793893129770992,0,0.449423076923077,0.305648854961832,13,21,12,0.482272727272727,0.923664122137405,37.9595440528634,0.498231885804843,2,2,1,0.229992366412214,0.124059739565406,0.124059739565406,FALSE,-0.326189078097475,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UL Monroe",2022,0.822,0.785,0.737,0.099236641221374,0,0.113815384615385,0.0176641221374046,7,19,2,0.0722727272727273,0.152671755725191,9.39482599118943,-0.173071254112864,3,2,0.666666666666667,0.0401526717557252,-0.0455177398316832,0,FALSE,0.266118614210217,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UNLV",2022,0.515,0.777,0.495,0.114503816793893,0,0.0396153846153846,0.0555343511450382,8,18,4,0.151818181818182,0.419847328244275,12.7519823788546,-0.0766131497547956,4,1,0.25,0.212022900763359,-0.0386896406261718,0,FALSE,0.327657075748679,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UTEP",2022,0.622,0.941,0.786,0.0610687022900763,0,0.406692307692308,0.0230839694656489,1,9,1,0.0359090909090909,0.0572519083969466,0,-1.04135693056116,0,0,1,0.0122519083969466,-0.222850383140089,0,FALSE,-0.249266001174398,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"UTSA",2022,0.823,0.987,0.637,0.435114503816794,0,0.620415384615385,0.0770152671755725,9,9,5,0.190454545454545,0.50381679389313,3.26383039647577,-0.476683117763079,2,2,1,0.182885496183206,-0.173035971747998,0,FALSE,-0.349266001174398,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Utah",2022,0.848,0.874,0.825,0.755725190839695,0.733016549660706,0.782769230769231,0.114870229007634,5,16,5,0.198181818181818,0.541984732824427,-0.126376651982379,-1.72810464073818,2,1,0.5,0.0948473282442748,-0.302418312129181,0,FALSE,0.0234879624192601,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Utah State",2022,0.273,0.394,0.368,0.129770992366412,0,0.2667,0.0943435114503817,8,18,6,0.231363636363636,0.618320610687023,83.8430220264317,0.947249906029708,3,2,0.666666666666667,0.390778625954198,0.598661940610775,0.598661940610775,TRUE,-0.572342924251321,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Vanderbilt",2022,0.641,0.981,0.83,0.572519083969466,0,0.0394461538461538,0.205534351145038,6,20,5,0.193636363636364,0.511450381679389,-0.790061674008811,-2.27508613296153,1,1,1,0.0869465648854962,-0.386764642603461,0,FALSE,0.343041691133294,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Virginia",2022,0.803,1,0.814,0.557251908396947,0,0.395323076923077,0.109778625954198,10,23,6,0.237727272727273,0.67175572519084,0.0250396475770925,-0.656580980463005,2,1,0.5,0.124946564885496,-0.122124062366119,0,FALSE,-0.0877275396359366,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Virginia Tech",2022,0.234,0.07,0.323,0.610687022900763,0,0.0774,0.467786259541985,5,17,4,0.156818181818182,0.450381679389313,125.187779735683,1.35451378313798,4,4,1,0.304908396946565,0.917005831184413,0.917005831184413,TRUE,0.073810921902525,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Wake Forest",2022,0.792,1.005,0.776,0.49618320610687,0.213328362338619,0.6336,0.103206106870229,4,10,2,0.0772727272727273,0.232824427480916,6.60388105726872,-0.331246875612425,1,1,1,0.0521526717557252,-0.0741993001371832,0,FALSE,0.0549618320610686,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Washington",2022,0.83,1.023,0.735,0.847328244274809,0,0.236230769230769,0.144045801526718,9,20,8,0.317727272727273,0.770992366412214,32.1542753303965,0.392543754783527,5,3,0.6,0.204312977099237,0.104024095017635,0.104024095017635,FALSE,0.119964768056371,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Washington State",2022,0.079,-0.008,0.088,0.473282442748092,0,0.0322076923076923,0.435893129770992,9,30,4,0.160454545454545,0.473282442748092,55.8130484581498,0.656580980463004,3,3,1,0.43163358778626,0.59880185418226,0.59880185418226,TRUE,-0.00311215502055195,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"West Virginia",2022,0.186,-0.034,0.219,0.679389312977099,0,0.0858461538461538,0.553022900763359,11,25,6,0.235454545454545,0.66412213740458,35.678,0.434229025736134,3,1,0.333333333333333,0.518679389312977,0.339132869099921,0.339132869099921,FALSE,-0.0569583088667058,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Western Kentucky",2022,0.17,0,0.152,0.396946564885496,0,0.138615384615385,0.329465648854962,14,18,9,0.337727272727273,0.793893129770992,184.644839207048,1.93138778573393,8,6,0.75,0.673221374045802,1.63781684230237,1.63781684230237,TRUE,-0.41080446271286,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Western Michigan",2022,0.315,0.079,0.396,0.274809160305344,0,0.259269230769231,0.18824427480916,5,8,0,0,0,-0.358464757709251,-1.93138778573393,2,1,0.5,0,-1.16655822258329,0,FALSE,-0.418496770405167,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Wisconsin",2022,0.673,0.898,0.799,0.816793893129771,0.229452049441076,0.569461538461538,0.267091603053435,6,12,6,0.234090909090909,0.652671755725191,0,-1.04135693056116,1,0,0,0.131187022900763,-0.209312743042794,0,FALSE,0.0240751614797416,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Wyoming",2022,0.225,0,0.228,0.0687022900763359,0,0.129807692307692,0.0532442748091603,3,13,2,0.0731818181818182,0.16412213740458,35.9831497797357,0.476683117763079,1,1,1,0.126702290076336,0.367999366913097,0.367999366913097,FALSE,-0.172342924251321,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Air Force",2023,0.358,0.295,0.267,0.0150375939849624,0,0.349924812030075,0.00965413533834586,0,8,0,0,0,0,-1.10150554678709,0,0,1,0,-0.807403565794933,0,FALSE,-0.571428571428571,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Akron",2023,0.723,0.952,0.758,0.240601503759398,0,0.108721804511278,0.0666466165413534,4,12,1,0.0390909090909091,0.285714285714286,0.916171052631579,-0.791638607743375,2,1,0.5,0.0691428571428571,-0.191576543073897,0,FALSE,0.255639097744361,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Alabama",2023,0.396,0.133,0.388,1,0.897790998592223,0.369203007518797,0.604,5,21,5,0.204090909090909,0.541353383458647,33.5736513157895,0,2,2,1,0.331308270676692,0,0,FALSE,0.0526315789473685,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"App State",2023,0.474,0.089,0.392,0.37593984962406,0,0.384902255639098,0.197744360902256,13,14,1,0.0381818181818182,0.24812030075188,19.9579649122807,-0.208822935409233,3,1,0.333333333333333,0.150857142857143,-0.126964344728813,0,FALSE,-0.406015037593985,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Arizona",2023,0.846,0.995,0.924,0.691729323308271,0,0.178105263157895,0.106526315789474,8,26,8,0.316818181818182,0.639097744360902,10.9089473684211,-0.406724251871364,1,1,1,0.0485714285714285,-0.0309110431422236,0,FALSE,0.195488721804511,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Arizona State",2023,0.612,0.753,0.411,0.676691729323308,0,0.225473684210526,0.262556390977444,30,30,24,0.872272727272727,0.977443609022556,200.28399122807,1.58581203457578,8,6,0.75,0.575714285714286,0.934043288365132,0.934043288365132,TRUE,0.037593984962406,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Arkansas",2023,0.581,0.904,0.777,0.766917293233083,0,0.275210526315789,0.321338345864662,17,31,17,0.683181818181818,0.947368421052632,53.8450263157895,0.326083867695166,5,4,0.8,0.211263157894737,0.0727167024960219,0.0727167024960219,FALSE,-0.0676691729323308,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Arkansas State",2023,0.179,0.045,0.221,0.315789473684211,0,0.00942105263157895,0.259263157894737,8,13,0,0,0,14.8692763157895,-0.306270765356875,4,2,0.5,0,-0.238584926213005,0,FALSE,0.353383458646617,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Army",2023,0.5,-0.019,0.485,0.0150375939849624,0,0.304511278195489,0.0075187969924812,0,1,0,0,0,0,-1.10150554678709,0,0,1,0,-0.567275356595349,0,FALSE,-0.203007518796993,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Auburn",2023,0.787,0.794,0.657,0.87218045112782,0,0.313616541353383,0.185774436090226,21,21,19,0.772272727272727,0.969924812030075,206.332484649123,1.7351922038921,7,6,0.857142857142857,0.332684210526316,0.595170925934989,0.595170925934989,TRUE,0.0075187969924812,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"BYU",2023,0.294,0.084,0.224,0.458646616541353,0,0.123789473684211,0.323804511278195,20,21,17,0.673636363636364,0.932330827067669,148.384370614035,1.31660839069554,5,5,1,0.723488721804511,1.02168811117974,1.02168811117974,TRUE,-0.0150375939849624,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Ball State",2023,0.262,0,0.145,0.172932330827068,0,0.0669774436090226,0.127624060150376,10,10,1,0.0377272727272727,0.236842105263158,90.6495328947369,0.844309926467412,4,3,0.75,0.2025,0.721884987129637,0.721884987129637,TRUE,0.150375939849624,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Baylor",2023,0.645,0.755,0.691,0.661654135338346,0,0.368571428571429,0.234887218045113,13,12,13,0.516818181818182,0.819548872180451,135.458381578947,1.2730296553877,5,5,1,0.253240601503759,0.3933661635148,0.3933661635148,FALSE,-0.165413533834586,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Boise State",2023,0.921,0.93,0.853,0.466165413533835,0,0.824052631578947,0.0368270676691729,9,17,2,0.0781818181818182,0.387218045112782,-0.0645394736842105,-1.52275685090847,1,1,1,0.056921052631579,-0.223845257083545,0,FALSE,-0.488721804511278,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Boston College",2023,0.372,0.511,0.526,0.593984962406015,0,0.0419548872180451,0.373022556390977,9,11,9,0.359545454545455,0.684210526315789,60.137875,0.427283386002515,3,3,1,0.324315789473684,0.202532324965192,0.202532324965192,FALSE,0.293233082706767,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Bowling Green",2023,0.299,0.087,0.465,0.157894736842105,0,0.0472105263157895,0.110684210526316,3,16,0,0,0,42.7765789473684,0.132312852276171,1,1,1,0,0.0707873759677516,0.0707873759677516,FALSE,0.24812030075188,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
"Buffalo",2023,0.575,0.876,0.791,0.0526315789473684,0,0.380451127819549,0.0223684210526316,10,14,9,0.342272727272727,0.676691729323308,-1.15852412280702,-1.65588869757704,4,3,0.75,0.141428571428571,-0.346080737793602,0,FALSE,-0.255639097744361,"cfbd_returning+247_talent+transfer_portal+prior_player_ppa+week1_polls","2026-08-31 23:27:28 UTC"
